collection_id,accuracy,data_size,n_heel_strike,n_foot_flat,n_heel_off,n_toe_off,label,precision,recall,f1-score,support
DQX0QntnDHjAkg7Jhpx3_5_R,0.9849246231155779,199,2,66,45,86,heel off,0.9782608695652174,1.0,0.989010989010989,45.0
DQX0QntnDHjAkg7Jhpx3_5_R,0.9849246231155779,199,2,66,45,86,toe off,1.0,0.9883720930232558,0.9941520467836257,86.0
E4Pah49Nj3DzqeUwQvq8_6_L,0.965,200,3,66,46,85,heel strike,0.75,1.0,0.8571428571428571,3.0
E4Pah49Nj3DzqeUwQvq8_6_L,0.965,200,3,66,46,85,foot flat,0.9701492537313433,0.9848484848484849,0.9774436090225563,66.0
E4Pah49Nj3DzqeUwQvq8_6_L,0.965,200,3,66,46,85,heel off,0.9166666666666666,0.9565217391304348,0.9361702127659575,46.0
E4Pah49Nj3DzqeUwQvq8_6_L,0.965,200,3,66,46,85,toe off,1.0,0.9529411764705882,0.9759036144578314,85.0
E7DSgZaRTy9TqBN3YuYc_13_L,0.9187817258883249,197,2,89,31,75,heel strike,0.4,1.0,0.5714285714285714,2.0
E7DSgZaRTy9TqBN3YuYc_13_L,0.9187817258883249,197,2,89,31,75,foot flat,1.0,0.8539325842696629,0.9212121212121213,89.0
E7DSgZaRTy9TqBN3YuYc_13_L,0.9187817258883249,197,2,89,31,75,heel off,0.7368421052631579,0.9032258064516129,0.8115942028985508,31.0
E7DSgZaRTy9TqBN3YuYc_13_L,0.9187817258883249,197,2,89,31,75,toe off,0.9615384615384616,1.0,0.9803921568627451,75.0
E7DSgZaRTy9TqBN3YuYc_14_R,0.7025641025641025,195,0,52,42,101,foot flat,0.6103896103896104,0.9038461538461539,0.7286821705426356,52.0
E7DSgZaRTy9TqBN3YuYc_14_R,0.7025641025641025,195,0,52,42,101,heel off,0.34285714285714286,0.2857142857142857,0.3116883116883117,42.0
E7DSgZaRTy9TqBN3YuYc_14_R,0.7025641025641025,195,0,52,42,101,toe off,1.0,0.7722772277227723,0.8715083798882681,101.0
E7DSgZaRTy9TqBN3YuYc_14_R,0.7025641025641025,195,0,52,42,101,micro avg,0.7210526315789474,0.7025641025641025,0.7116883116883117,195.0
E7DSgZaRTy9TqBN3YuYc_5_L,0.925,200,2,71,47,80,heel strike,0.4,1.0,0.5714285714285714,2.0
E7DSgZaRTy9TqBN3YuYc_5_L,0.925,200,2,71,47,80,foot flat,0.8947368421052632,0.9577464788732394,0.9251700680272109,71.0
E7DSgZaRTy9TqBN3YuYc_5_L,0.925,200,2,71,47,80,heel off,1.0,0.7446808510638298,0.8536585365853658,47.0
E7DSgZaRTy9TqBN3YuYc_5_L,0.925,200,2,71,47,80,toe off,0.9523809523809523,1.0,0.975609756097561,80.0
ED2eruUaumZboW6dKWvw_6_L,0.9801980198019802,202,3,71,43,85,heel strike,0.75,1.0,0.8571428571428571,3.0
ED2eruUaumZboW6dKWvw_6_L,0.9801980198019802,202,3,71,43,85,foot flat,1.0,0.9859154929577465,0.9929078014184397,71.0
ED2eruUaumZboW6dKWvw_6_L,0.9801980198019802,202,3,71,43,85,heel off,0.9347826086956522,1.0,0.9662921348314607,43.0
ED2eruUaumZboW6dKWvw_6_L,0.9801980198019802,202,3,71,43,85,toe off,1.0,0.9647058823529412,0.9820359281437125,85.0
Evh9Us2Ad679NutcvoQR_10_L,0.9378238341968912,193,0,67,46,80,foot flat,1.0,0.8507462686567164,0.9193548387096774,67.0
Evh9Us2Ad679NutcvoQR_10_L,0.9378238341968912,193,0,67,46,80,heel off,0.8148148148148148,0.9565217391304348,0.88,46.0
Evh9Us2Ad679NutcvoQR_10_L,0.9378238341968912,193,0,67,46,80,toe off,0.975609756097561,1.0,0.9876543209876543,80.0
Evh9Us2Ad679NutcvoQR_7_R,0.8984771573604061,197,6,62,42,87,heel strike,0.8571428571428571,1.0,0.9230769230769231,6.0
Evh9Us2Ad679NutcvoQR_7_R,0.8984771573604061,197,6,62,42,87,foot flat,1.0,0.7741935483870968,0.8727272727272727,62.0
Evh9Us2Ad679NutcvoQR_7_R,0.8984771573604061,197,6,62,42,87,heel off,0.6885245901639344,1.0,0.8155339805825242,42.0
Evh9Us2Ad679NutcvoQR_7_R,0.8984771573604061,197,6,62,42,87,toe off,1.0,0.9310344827586207,0.9642857142857143,87.0
Evh9Us2Ad679NutcvoQR_8_L,0.8163265306122449,196,6,81,21,88,heel strike,0.0,0.0,0.0,6.0
Evh9Us2Ad679NutcvoQR_8_L,0.8163265306122449,196,6,81,21,88,foot flat,0.896551724137931,0.6419753086419753,0.7482014388489209,81.0
Evh9Us2Ad679NutcvoQR_8_L,0.8163265306122449,196,6,81,21,88,heel off,0.4117647058823529,1.0,0.5833333333333334,21.0
Evh9Us2Ad679NutcvoQR_8_L,0.8163265306122449,196,6,81,21,88,toe off,1.0,0.9886363636363636,0.9942857142857143,88.0
F4T3qH1lVVhaT23Viz2i_13_R,0.868995633187773,229,0,105,44,80,foot flat,1.0,0.8285714285714286,0.90625,105.0
F4T3qH1lVVhaT23Viz2i_13_R,0.868995633187773,229,0,105,44,80,heel off,0.6231884057971014,0.9772727272727273,0.7610619469026548,44.0
F4T3qH1lVVhaT23Viz2i_13_R,0.868995633187773,229,0,105,44,80,toe off,0.9857142857142858,0.8625,0.92,80.0
F4T3qH1lVVhaT23Viz2i_13_R,0.868995633187773,229,0,105,44,80,micro avg,0.8805309734513275,0.868995633187773,0.8747252747252747,229.0
FCw9xtCiuaEhQMjaaD7f_13_R,0.9086294416243654,197,10,80,48,59,heel strike,0.0,0.0,0.0,10.0
FCw9xtCiuaEhQMjaaD7f_13_R,0.9086294416243654,197,10,80,48,59,foot flat,0.8888888888888888,1.0,0.9411764705882353,80.0
FCw9xtCiuaEhQMjaaD7f_13_R,0.9086294416243654,197,10,80,48,59,heel off,1.0,0.8333333333333334,0.9090909090909091,48.0
FCw9xtCiuaEhQMjaaD7f_13_R,0.9086294416243654,197,10,80,48,59,toe off,0.8805970149253731,1.0,0.9365079365079365,59.0
FCw9xtCiuaEhQMjaaD7f_8_L,0.973404255319149,188,0,69,41,78,foot flat,0.971830985915493,1.0,0.9857142857142858,69.0
FCw9xtCiuaEhQMjaaD7f_8_L,0.973404255319149,188,0,69,41,78,heel off,0.9285714285714286,0.9512195121951219,0.9397590361445783,41.0
FCw9xtCiuaEhQMjaaD7f_8_L,0.973404255319149,188,0,69,41,78,toe off,1.0,0.9615384615384616,0.9803921568627451,78.0
FCw9xtCiuaEhQMjaaD7f_9_R,0.973404255319149,188,0,80,36,72,foot flat,0.9523809523809523,1.0,0.975609756097561,80.0
FCw9xtCiuaEhQMjaaD7f_9_R,0.973404255319149,188,0,80,36,72,heel off,1.0,0.8611111111111112,0.9253731343283582,36.0
FCw9xtCiuaEhQMjaaD7f_9_R,0.973404255319149,188,0,80,36,72,toe off,0.9863013698630136,1.0,0.993103448275862,72.0
GT0IvNdNKeqGa67Bb7JF_12_R,0.9620853080568721,211,1,101,33,76,heel strike,1.0,1.0,1.0,1.0
GT0IvNdNKeqGa67Bb7JF_12_R,0.9620853080568721,211,1,101,33,76,foot flat,1.0,0.9801980198019802,0.99,101.0
GT0IvNdNKeqGa67Bb7JF_12_R,0.9620853080568721,211,1,101,33,76,heel off,0.9310344827586207,0.8181818181818182,0.8709677419354839,33.0
GT0IvNdNKeqGa67Bb7JF_12_R,0.9620853080568721,211,1,101,33,76,toe off,0.926829268292683,1.0,0.9620253164556962,76.0
GT0IvNdNKeqGa67Bb7JF_14_R,0.9315068493150684,219,6,112,35,66,heel strike,1.0,0.6666666666666666,0.8,6.0
GT0IvNdNKeqGa67Bb7JF_14_R,0.9315068493150684,219,6,112,35,66,foot flat,0.9819819819819819,0.9732142857142857,0.9775784753363229,112.0
GT0IvNdNKeqGa67Bb7JF_14_R,0.9315068493150684,219,6,112,35,66,heel off,0.8928571428571429,0.7142857142857143,0.7936507936507936,35.0
GT0IvNdNKeqGa67Bb7JF_14_R,0.9315068493150684,219,6,112,35,66,toe off,0.868421052631579,1.0,0.9295774647887324,66.0
GT0IvNdNKeqGa67Bb7JF_3_L,0.8388625592417062,211,0,94,27,90,foot flat,0.8867924528301887,1.0,0.94,94.0
GT0IvNdNKeqGa67Bb7JF_3_L,0.8388625592417062,211,0,94,27,90,heel off,0.40540540540540543,0.5555555555555556,0.46875,27.0
GT0IvNdNKeqGa67Bb7JF_3_L,0.8388625592417062,211,0,94,27,90,toe off,1.0,0.7555555555555555,0.8607594936708861,90.0
GT0IvNdNKeqGa67Bb7JF_6_R,0.9389671361502347,213,0,96,25,92,foot flat,0.979381443298969,0.9895833333333334,0.9844559585492227,96.0
GT0IvNdNKeqGa67Bb7JF_6_R,0.9389671361502347,213,0,96,25,92,heel off,0.696969696969697,0.92,0.7931034482758621,25.0
GT0IvNdNKeqGa67Bb7JF_6_R,0.9389671361502347,213,0,96,25,92,toe off,1.0,0.8913043478260869,0.9425287356321839,92.0
GT0IvNdNKeqGa67Bb7JF_6_R,0.9389671361502347,213,0,96,25,92,micro avg,0.9433962264150944,0.9389671361502347,0.9411764705882353,213.0
GT0IvNdNKeqGa67Bb7JF_9_L,0.8809523809523809,210,4,79,35,92,heel strike,0.0,0.0,0.0,4.0
GT0IvNdNKeqGa67Bb7JF_9_L,0.8809523809523809,210,4,79,35,92,foot flat,0.8315789473684211,1.0,0.9080459770114943,79.0
GT0IvNdNKeqGa67Bb7JF_9_L,0.8809523809523809,210,4,79,35,92,heel off,0.71875,0.6571428571428571,0.6865671641791045,35.0
GT0IvNdNKeqGa67Bb7JF_9_L,0.8809523809523809,210,4,79,35,92,toe off,1.0,0.9021739130434783,0.9485714285714286,92.0
GVLRDH1P9DRKSGuPZiUH_5_R,0.9624413145539906,213,0,76,51,86,foot flat,0.9382716049382716,1.0,0.9681528662420382,76.0
GVLRDH1P9DRKSGuPZiUH_5_R,0.9624413145539906,213,0,76,51,86,heel off,1.0,0.8431372549019608,0.9148936170212766,51.0
GVLRDH1P9DRKSGuPZiUH_5_R,0.9624413145539906,213,0,76,51,86,toe off,0.9662921348314607,1.0,0.9828571428571429,86.0
GVLRDH1P9DRKSGuPZiUH_7_R,0.9478672985781991,211,0,88,41,82,foot flat,1.0,0.9204545454545454,0.9585798816568047,88.0
GVLRDH1P9DRKSGuPZiUH_7_R,0.9478672985781991,211,0,88,41,82,heel off,0.8409090909090909,0.9024390243902439,0.8705882352941177,41.0
GVLRDH1P9DRKSGuPZiUH_7_R,0.9478672985781991,211,0,88,41,82,toe off,0.9534883720930233,1.0,0.9761904761904762,82.0
GZvNrD141xdO59uOgra6_11_R,0.9819004524886877,221,0,91,45,85,foot flat,1.0,0.978021978021978,0.9888888888888889,91.0
GZvNrD141xdO59uOgra6_11_R,0.9819004524886877,221,0,91,45,85,heel off,0.9555555555555556,0.9555555555555556,0.9555555555555556,45.0
GZvNrD141xdO59uOgra6_11_R,0.9819004524886877,221,0,91,45,85,toe off,0.9770114942528736,1.0,0.9883720930232558,85.0
Gcf4hfQhx9Ky3NPUL9Ez_13_L,0.8678414096916299,227,0,91,50,86,foot flat,0.9444444444444444,0.9340659340659341,0.9392265193370166,91.0
Gcf4hfQhx9Ky3NPUL9Ez_13_L,0.8678414096916299,227,0,91,50,86,heel off,0.6923076923076923,0.9,0.782608695652174,50.0
Gcf4hfQhx9Ky3NPUL9Ez_13_L,0.8678414096916299,227,0,91,50,86,toe off,1.0,0.7790697674418605,0.8758169934640523,86.0
Gcf4hfQhx9Ky3NPUL9Ez_13_L,0.8678414096916299,227,0,91,50,86,micro avg,0.8873873873873874,0.8678414096916299,0.8775055679287305,227.0
Gcf4hfQhx9Ky3NPUL9Ez_14_R,0.8608695652173913,230,6,73,89,62,heel strike,1.0,1.0,1.0,6.0
Gcf4hfQhx9Ky3NPUL9Ez_14_R,0.8608695652173913,230,6,73,89,62,foot flat,0.8202247191011236,1.0,0.9012345679012346,73.0
Gcf4hfQhx9Ky3NPUL9Ez_14_R,0.8608695652173913,230,6,73,89,62,heel off,1.0,0.6404494382022472,0.7808219178082192,89.0
Gcf4hfQhx9Ky3NPUL9Ez_14_R,0.8608695652173913,230,6,73,89,62,toe off,0.7948717948717948,1.0,0.8857142857142857,62.0
Ghd865uZMFn3rSwkeXXa_10_L,0.9358288770053476,187,8,61,36,82,heel strike,0.0,0.0,0.0,8.0
Ghd865uZMFn3rSwkeXXa_10_L,0.9358288770053476,187,8,61,36,82,foot flat,0.8472222222222222,1.0,0.9172932330827067,61.0
Ghd865uZMFn3rSwkeXXa_10_L,0.9358288770053476,187,8,61,36,82,heel off,0.9705882352941176,0.9166666666666666,0.9428571428571428,36.0
Ghd865uZMFn3rSwkeXXa_10_L,0.9358288770053476,187,8,61,36,82,toe off,1.0,0.9878048780487805,0.9938650306748467,82.0
Ghd865uZMFn3rSwkeXXa_4_L,0.9576719576719577,189,0,68,38,83,foot flat,0.9315068493150684,1.0,0.9645390070921985,68.0
Ghd865uZMFn3rSwkeXXa_4_L,0.9576719576719577,189,0,68,38,83,heel off,0.9166666666666666,0.868421052631579,0.8918918918918919,38.0
Ghd865uZMFn3rSwkeXXa_4_L,0.9576719576719577,189,0,68,38,83,toe off,1.0,0.963855421686747,0.9815950920245399,83.0
Ghd865uZMFn3rSwkeXXa_5_R,0.9840425531914894,188,0,68,39,81,foot flat,0.9714285714285714,1.0,0.9855072463768116,68.0
Ghd865uZMFn3rSwkeXXa_5_R,0.9840425531914894,188,0,68,39,81,heel off,0.9736842105263158,0.9487179487179487,0.961038961038961,39.0
Ghd865uZMFn3rSwkeXXa_5_R,0.9840425531914894,188,0,68,39,81,toe off,1.0,0.9876543209876543,0.9937888198757764,81.0
Ghd865uZMFn3rSwkeXXa_9_R,0.9728260869565217,184,0,70,37,77,foot flat,1.0,0.9714285714285714,0.9855072463768116,70.0
Ghd865uZMFn3rSwkeXXa_9_R,0.9728260869565217,184,0,70,37,77,heel off,0.9714285714285714,0.918918918918919,0.9444444444444444,37.0
Ghd865uZMFn3rSwkeXXa_9_R,0.9728260869565217,184,0,70,37,77,toe off,0.9625,1.0,0.9808917197452229,77.0
Ghd865uZMFn3rSwkeXXa_9_R,0.9728260869565217,184,0,70,37,77,micro avg,0.9781420765027322,0.9728260869565217,0.9754768392370572,184.0
GlENaCnJODmA9FVyD4BA_11_L,0.916256157635468,203,6,82,35,80,heel strike,0.0,0.0,0.0,6.0
GlENaCnJODmA9FVyD4BA_11_L,0.916256157635468,203,6,82,35,80,foot flat,0.9285714285714286,0.9512195121951219,0.9397590361445783,82.0
GlENaCnJODmA9FVyD4BA_11_L,0.916256157635468,203,6,82,35,80,heel off,0.875,0.8,0.835820895522388,35.0
GlENaCnJODmA9FVyD4BA_11_L,0.916256157635468,203,6,82,35,80,toe off,0.9195402298850575,1.0,0.9580838323353293,80.0
H2upxhDDQ1uiAqZOQc61_4_R,0.91701244813278,241,0,87,43,111,foot flat,0.8877551020408163,1.0,0.9405405405405406,87.0
H2upxhDDQ1uiAqZOQc61_4_R,0.91701244813278,241,0,87,43,111,heel off,0.7804878048780488,0.7441860465116279,0.7619047619047619,43.0
H2upxhDDQ1uiAqZOQc61_4_R,0.91701244813278,241,0,87,43,111,toe off,1.0,0.918918918918919,0.9577464788732394,111.0
H2upxhDDQ1uiAqZOQc61_6_R,0.9437229437229437,231,0,88,39,104,foot flat,0.9263157894736842,1.0,0.9617486338797814,88.0
H2upxhDDQ1uiAqZOQc61_6_R,0.9437229437229437,231,0,88,39,104,heel off,0.8421052631578947,0.8205128205128205,0.8311688311688312,39.0
H2upxhDDQ1uiAqZOQc61_6_R,0.9437229437229437,231,0,88,39,104,toe off,1.0,0.9423076923076923,0.9702970297029703,104.0
HhITFxSqKkxEqHVjrTZn_12_L,0.8817733990147784,203,14,65,49,75,heel strike,1.0,0.35714285714285715,0.5263157894736842,14.0
HhITFxSqKkxEqHVjrTZn_12_L,0.8817733990147784,203,14,65,49,75,foot flat,0.7926829268292683,1.0,0.8843537414965986,65.0
HhITFxSqKkxEqHVjrTZn_12_L,0.8817733990147784,203,14,65,49,75,heel off,1.0,0.6938775510204082,0.8192771084337349,49.0
HhITFxSqKkxEqHVjrTZn_12_L,0.8817733990147784,203,14,65,49,75,toe off,0.9146341463414634,1.0,0.9554140127388535,75.0
HhITFxSqKkxEqHVjrTZn_4_L,0.8719211822660099,203,6,80,21,96,heel strike,1.0,0.5,0.6666666666666666,6.0
HhITFxSqKkxEqHVjrTZn_4_L,0.8719211822660099,203,6,80,21,96,foot flat,0.9545454545454546,0.7875,0.863013698630137,80.0
HhITFxSqKkxEqHVjrTZn_4_L,0.8719211822660099,203,6,80,21,96,heel off,0.4772727272727273,1.0,0.6461538461538462,21.0
HhITFxSqKkxEqHVjrTZn_4_L,0.8719211822660099,203,6,80,21,96,toe off,1.0,0.9375,0.967741935483871,96.0
HlUfAWgNLrCCZjSmjxDB_10_L,0.9470899470899471,189,0,82,34,73,foot flat,1.0,0.8902439024390244,0.9419354838709677,82.0
HlUfAWgNLrCCZjSmjxDB_10_L,0.9470899470899471,189,0,82,34,73,heel off,0.7857142857142857,0.9705882352941176,0.868421052631579,34.0
HlUfAWgNLrCCZjSmjxDB_10_L,0.9470899470899471,189,0,82,34,73,toe off,0.9864864864864865,1.0,0.9931972789115646,73.0
HlUfAWgNLrCCZjSmjxDB_11_R,0.9148936170212766,188,9,77,33,69,heel strike,1.0,0.1111111111111111,0.2,9.0
HlUfAWgNLrCCZjSmjxDB_11_R,0.9148936170212766,188,9,77,33,69,foot flat,0.9012345679012346,0.948051948051948,0.9240506329113924,77.0
HlUfAWgNLrCCZjSmjxDB_11_R,0.9148936170212766,188,9,77,33,69,heel off,0.8787878787878788,0.8787878787878788,0.8787878787878788,33.0
HlUfAWgNLrCCZjSmjxDB_11_R,0.9148936170212766,188,9,77,33,69,toe off,0.9452054794520548,1.0,0.971830985915493,69.0
HlUfAWgNLrCCZjSmjxDB_7_R,0.9398907103825137,183,0,84,33,66,foot flat,1.0,0.9523809523809523,0.975609756097561,84.0
HlUfAWgNLrCCZjSmjxDB_7_R,0.9398907103825137,183,0,84,33,66,heel off,0.896551724137931,0.7878787878787878,0.8387096774193549,33.0
HlUfAWgNLrCCZjSmjxDB_7_R,0.9398907103825137,183,0,84,33,66,toe off,0.9041095890410958,1.0,0.9496402877697842,66.0
HlUfAWgNLrCCZjSmjxDB_7_R,0.9398907103825137,183,0,84,33,66,micro avg,0.945054945054945,0.9398907103825137,0.9424657534246575,183.0
HlUfAWgNLrCCZjSmjxDB_8_L,0.9528795811518325,191,0,80,35,76,foot flat,1.0,0.925,0.961038961038961,80.0
HlUfAWgNLrCCZjSmjxDB_8_L,0.9528795811518325,191,0,80,35,76,heel off,0.8421052631578947,0.9142857142857143,0.8767123287671232,35.0
HlUfAWgNLrCCZjSmjxDB_8_L,0.9528795811518325,191,0,80,35,76,toe off,0.9620253164556962,1.0,0.9806451612903225,76.0
HlUfAWgNLrCCZjSmjxDB_9_R,0.96875,192,0,88,29,75,foot flat,1.0,0.9431818181818182,0.9707602339181286,88.0
HlUfAWgNLrCCZjSmjxDB_9_R,0.96875,192,0,88,29,75,heel off,0.8484848484848485,0.9655172413793104,0.9032258064516129,29.0
HlUfAWgNLrCCZjSmjxDB_9_R,0.96875,192,0,88,29,75,toe off,0.9868421052631579,1.0,0.9933774834437086,75.0
I5d52J8w365oPV34AHqF_10_R,0.8835978835978836,189,10,48,52,79,heel strike,0.0,0.0,0.0,10.0
I5d52J8w365oPV34AHqF_10_R,0.8835978835978836,189,10,48,52,79,foot flat,0.6956521739130435,1.0,0.8205128205128205,48.0
I5d52J8w365oPV34AHqF_10_R,0.8835978835978836,189,10,48,52,79,heel off,0.9761904761904762,0.7884615384615384,0.8723404255319149,52.0
I5d52J8w365oPV34AHqF_10_R,0.8835978835978836,189,10,48,52,79,toe off,1.0,0.9873417721518988,0.9936305732484076,79.0
IDM3pIRA6Y0mQg7EW3Dp_11_R,0.9866666666666667,225,0,90,44,91,foot flat,0.989010989010989,1.0,0.994475138121547,90.0
IDM3pIRA6Y0mQg7EW3Dp_11_R,0.9866666666666667,225,0,90,44,91,heel off,0.9555555555555556,0.9772727272727273,0.9662921348314607,44.0
IDM3pIRA6Y0mQg7EW3Dp_11_R,0.9866666666666667,225,0,90,44,91,toe off,1.0,0.978021978021978,0.9888888888888889,91.0
IDM3pIRA6Y0mQg7EW3Dp_9_R,0.9820627802690582,223,0,93,42,88,foot flat,1.0,0.967741935483871,0.9836065573770492,93.0
IDM3pIRA6Y0mQg7EW3Dp_9_R,0.9820627802690582,223,0,93,42,88,heel off,0.9130434782608695,1.0,0.9545454545454546,42.0
IDM3pIRA6Y0mQg7EW3Dp_9_R,0.9820627802690582,223,0,93,42,88,toe off,1.0,0.9886363636363636,0.9942857142857143,88.0
JTK6RIC3JrwDykp2XERB_7_L,0.9517543859649122,228,6,83,38,101,heel strike,0.0,0.0,0.0,6.0
JTK6RIC3JrwDykp2XERB_7_L,0.9517543859649122,228,6,83,38,101,foot flat,0.9213483146067416,0.9879518072289156,0.9534883720930233,83.0
JTK6RIC3JrwDykp2XERB_7_L,0.9517543859649122,228,6,83,38,101,heel off,0.9024390243902439,0.9736842105263158,0.9367088607594937,38.0
JTK6RIC3JrwDykp2XERB_7_L,0.9517543859649122,228,6,83,38,101,toe off,1.0,0.9702970297029703,0.9849246231155779,101.0
JsYPPd9ZaeUvMHOaGLEX_10_R,0.9758454106280193,207,1,94,34,78,heel strike,1.0,1.0,1.0,1.0
JsYPPd9ZaeUvMHOaGLEX_10_R,0.9758454106280193,207,1,94,34,78,foot flat,0.9791666666666666,1.0,0.9894736842105263,94.0
JsYPPd9ZaeUvMHOaGLEX_10_R,0.9758454106280193,207,1,94,34,78,heel off,1.0,0.8529411764705882,0.9206349206349206,34.0
JsYPPd9ZaeUvMHOaGLEX_10_R,0.9758454106280193,207,1,94,34,78,toe off,0.9629629629629629,1.0,0.9811320754716981,78.0
JsYPPd9ZaeUvMHOaGLEX_4_R,0.892018779342723,213,3,88,31,91,heel strike,1.0,1.0,1.0,3.0
JsYPPd9ZaeUvMHOaGLEX_4_R,0.892018779342723,213,3,88,31,91,foot flat,0.8888888888888888,1.0,0.9411764705882353,88.0
JsYPPd9ZaeUvMHOaGLEX_4_R,0.892018779342723,213,3,88,31,91,heel off,0.625,0.6451612903225806,0.6349206349206349,31.0
JsYPPd9ZaeUvMHOaGLEX_4_R,0.892018779342723,213,3,88,31,91,toe off,1.0,0.8681318681318682,0.9294117647058824,91.0
JsYPPd9ZaeUvMHOaGLEX_6_R,0.966824644549763,211,5,93,26,87,heel strike,0.0,0.0,0.0,5.0
JsYPPd9ZaeUvMHOaGLEX_6_R,0.966824644549763,211,5,93,26,87,foot flat,0.9484536082474226,0.989247311827957,0.968421052631579,93.0
JsYPPd9ZaeUvMHOaGLEX_6_R,0.966824644549763,211,5,93,26,87,heel off,0.9615384615384616,0.9615384615384616,0.9615384615384616,26.0
JsYPPd9ZaeUvMHOaGLEX_6_R,0.966824644549763,211,5,93,26,87,toe off,0.9886363636363636,1.0,0.9942857142857143,87.0
JxPX2mvEXDxexHmm4yzX_10_L,0.9381443298969072,194,2,83,27,82,heel strike,0.0,0.0,0.0,2.0
JxPX2mvEXDxexHmm4yzX_10_L,0.9381443298969072,194,2,83,27,82,foot flat,0.9736842105263158,0.891566265060241,0.9308176100628931,83.0
JxPX2mvEXDxexHmm4yzX_10_L,0.9381443298969072,194,2,83,27,82,heel off,0.7297297297297297,1.0,0.84375,27.0
JxPX2mvEXDxexHmm4yzX_10_L,0.9381443298969072,194,2,83,27,82,toe off,1.0,0.9878048780487805,0.9938650306748467,82.0
JxPX2mvEXDxexHmm4yzX_7_R,0.9438775510204082,196,2,60,46,88,heel strike,0.3333333333333333,1.0,0.5,2.0
JxPX2mvEXDxexHmm4yzX_7_R,0.9438775510204082,196,2,60,46,88,foot flat,0.9180327868852459,0.9333333333333333,0.9256198347107438,60.0
JxPX2mvEXDxexHmm4yzX_7_R,0.9438775510204082,196,2,60,46,88,heel off,0.9534883720930233,0.8913043478260869,0.9213483146067416,46.0
JxPX2mvEXDxexHmm4yzX_7_R,0.9438775510204082,196,2,60,46,88,toe off,1.0,0.9772727272727273,0.9885057471264368,88.0
JxPX2mvEXDxexHmm4yzX_8_L,0.8775510204081632,196,0,86,24,86,foot flat,1.0,0.7209302325581395,0.8378378378378378,86.0
JxPX2mvEXDxexHmm4yzX_8_L,0.8775510204081632,196,0,86,24,86,heel off,0.5106382978723404,1.0,0.676056338028169,24.0
JxPX2mvEXDxexHmm4yzX_8_L,0.8775510204081632,196,0,86,24,86,toe off,1.0,1.0,1.0,86.0
JxPX2mvEXDxexHmm4yzX_8_L,0.8775510204081632,196,0,86,24,86,micro avg,0.882051282051282,0.8775510204081632,0.8797953964194374,196.0
KBeHv31CTtwysWU1FfXf_5_R,0.7944444444444444,180,8,31,65,76,heel strike,0.0,0.0,0.0,8.0
KBeHv31CTtwysWU1FfXf_5_R,0.7944444444444444,180,8,31,65,76,foot flat,0.4696969696969697,1.0,0.6391752577319587,31.0
KBeHv31CTtwysWU1FfXf_5_R,0.7944444444444444,180,8,31,65,76,heel off,0.9736842105263158,0.5692307692307692,0.7184466019417476,65.0
KBeHv31CTtwysWU1FfXf_5_R,0.7944444444444444,180,8,31,65,76,toe off,0.9868421052631579,0.9868421052631579,0.9868421052631579,76.0
KBeHv31CTtwysWU1FfXf_6_L,0.967391304347826,184,0,64,41,79,foot flat,0.9696969696969697,1.0,0.9846153846153847,64.0
KBeHv31CTtwysWU1FfXf_6_L,0.967391304347826,184,0,64,41,79,heel off,1.0,0.8536585365853658,0.9210526315789473,41.0
KBeHv31CTtwysWU1FfXf_6_L,0.967391304347826,184,0,64,41,79,toe off,0.9518072289156626,1.0,0.9753086419753086,79.0
LlyuLEcSujyVMPsVFFgk_4_R,0.8691588785046729,214,10,63,50,91,heel strike,1.0,0.3,0.46153846153846156,10.0
LlyuLEcSujyVMPsVFFgk_4_R,0.8691588785046729,214,10,63,50,91,foot flat,0.7682926829268293,1.0,0.8689655172413793,63.0
LlyuLEcSujyVMPsVFFgk_4_R,0.8691588785046729,214,10,63,50,91,heel off,0.8085106382978723,0.76,0.7835051546391752,50.0
LlyuLEcSujyVMPsVFFgk_4_R,0.8691588785046729,214,10,63,50,91,toe off,1.0,0.9010989010989011,0.9479768786127167,91.0
LlyuLEcSujyVMPsVFFgk_5_L,0.9052132701421801,211,6,73,44,88,heel strike,1.0,1.0,1.0,6.0
LlyuLEcSujyVMPsVFFgk_5_L,0.9052132701421801,211,6,73,44,88,foot flat,0.8390804597701149,1.0,0.9125,73.0
LlyuLEcSujyVMPsVFFgk_5_L,0.9052132701421801,211,6,73,44,88,heel off,0.8333333333333334,0.6818181818181818,0.75,44.0
LlyuLEcSujyVMPsVFFgk_5_L,0.9052132701421801,211,6,73,44,88,toe off,1.0,0.9318181818181818,0.9647058823529412,88.0
LlyuLEcSujyVMPsVFFgk_6_R,0.9047619047619048,210,5,63,57,85,heel strike,1.0,0.8,0.8888888888888888,5.0
LlyuLEcSujyVMPsVFFgk_6_R,0.9047619047619048,210,5,63,57,85,foot flat,0.7777777777777778,1.0,0.875,63.0
LlyuLEcSujyVMPsVFFgk_6_R,0.9047619047619048,210,5,63,57,85,heel off,0.9523809523809523,0.7017543859649122,0.8080808080808081,57.0
LlyuLEcSujyVMPsVFFgk_6_R,0.9047619047619048,210,5,63,57,85,toe off,1.0,0.9764705882352941,0.9880952380952381,85.0
LlyuLEcSujyVMPsVFFgk_7_L,0.9481132075471698,212,8,76,38,90,heel strike,1.0,0.5,0.6666666666666666,8.0
